species,breed,origin,age_months,gender,health_status,vaccination_status,size,energy_level,exercise_needs,training_needs,trained_level,child_friendly_score,pet_friendly_score,stranger_friendly_score,needs_yard,can_live_in_apartment,grooming_needs,estimated_monthly_cost,noise_level,can_be_left_alone,max_hours_alone,requires_experienced_owner,temperament_tags,description,adoption_success
Dog,Labrador Retriever,International,68,male,healthy,up_to_date,large,4,high,moderate,intermediate,9,7,10,True,False,moderate,3600.0,moderate,True,5,False,"friendly,outgoing,gentle,trainable,family-dog",Most popular family dog in India. Excellent with children. Needs daily exercise and mental stimulation.,True
Dog,Shih Tzu,International,8,male,healthy,partial,small,2,minimal,moderate,basic,8,6,6,False,True,high,3800.0,quiet,True,8,False,"affectionate,calm,adaptable,gentle,lap-dog",Excellent apartment dog. Loves attention. Needs extensive daily grooming. Good with children.,True
Dog,Indian Pariah Dog,Indian,12,female,minor_condition,up_to_date,medium,4,high,moderate,basic,4,5,3,False,True,low,1600.0,moderate,True,7,False,"alert,loyal,intelligent,independent,hardy","Ancient landrace breed, extremely hardy and healthy. Highly adaptable to Indian climate. Intelligent and loyal to family.",False
Dog,Rottweiler,International,66,male,healthy,partial,large,3,moderate,high,intermediate,7,3,3,True,False,low,4700.0,moderate,True,5,True,"loyal,confident,protective,powerful,calm",Powerful guardian. Needs early socialization and firm training. Devoted to family. Not for first-time owners.,True
Dog,German Shepherd,International,25,female,healthy,partial,large,5,high,moderate,intermediate,7,6,3,True,False,moderate,5600.0,moderate,True,5,False,"loyal,protective,intelligent,versatile,brave",Highly intelligent working dog. Loyal protector. Needs consistent training and daily exercise.,True
Cat,Indian Domestic Short Hair,Indian,74,male,healthy,up_to_date,medium,3,moderate,low,basic,8,6,5,False,True,low,1400.0,moderate,True,10,False,"adaptable,independent,hardy,curious,low-maintenance","Most common cat in Indian homes. Hardy, healthy, and extremely adaptable. Perfect for first-time cat owners.",True
Dog,Indie (Rescued),Indian,37,male,healthy,not_vaccinated,medium,2,moderate,moderate,untrained,6,6,5,False,True,low,1700.0,moderate,True,4,False,"resilient,loyal,shy-at-first,adaptable,grateful","Shelter/rescue Indie. May take time to trust. Once bonded, extremely loyal. Very healthy and low maintenance.",True
Dog,Shih Tzu,International,4,female,minor_condition,partial,small,3,minimal,moderate,basic,9,6,8,False,True,high,3500.0,quiet,True,8,False,"affectionate,calm,adaptable,gentle,lap-dog",Excellent apartment dog. Loves attention. Needs extensive daily grooming. Good with children.,True
Dog,Indian Pariah Dog,Indian,25,male,healthy,partial,medium,4,high,moderate,basic,9,6,4,False,True,low,1500.0,moderate,True,7,False,"alert,loyal,intelligent,independent,hardy","Ancient landrace breed, extremely hardy and healthy. Highly adaptable to Indian climate. Intelligent and loyal to family.",True
Dog,Indian Spitz,Indian,7,female,healthy,up_to_date,small,3,moderate,moderate,intermediate,7,7,6,False,True,high,1800.0,vocal,True,8,False,"playful,loyal,alert,vocal,adaptable","Most popular Indian apartment dog. Fluffy, affectionate, highly adaptable. Barks frequently — good watchdog.",False
Dog,Combai,Indian,16,female,healthy,up_to_date,medium,4,high,high,basic,6,4,1,True,False,low,1400.0,moderate,True,4,True,"brave,aggressive,protective,powerful,loyal","Bear-hunting dog from Tamil Nadu. Powerful guardian. Requires firm training, socialization, and an experienced handler.",True
Cat,Indian Domestic Short Hair,Indian,9,male,healthy,not_vaccinated,medium,2,moderate,low,basic,7,6,5,False,True,low,1100.0,moderate,True,10,False,"adaptable,independent,hardy,curious,low-maintenance","Most common cat in Indian homes. Hardy, healthy, and extremely adaptable. Perfect for first-time cat owners.",True
Dog,Mudhol Hound,Indian,2,female,healthy,partial,large,5,very_high,high,intermediate,6,2,5,True,False,low,2100.0,quiet,True,5,True,"agile,fast,independent,reserved,athletic",Karnataka sighthound used by Indian Army. Needs vast space and daily running. Not suited for apartment or first-time owners.,True
Dog,Doberman Pinscher,International,27,male,minor_condition,partial,large,4,high,high,intermediate,6,5,3,True,False,low,4500.0,moderate,True,6,True,"intelligent,alert,protective,energetic,loyal",Popular guard dog in India. Highly intelligent and trainable. Needs extensive exercise and mental stimulation.,False
Cat,Indian Street Cat (Rescued),Indian,128,male,minor_condition,not_vaccinated,medium,2,minimal,low,basic,6,5,5,False,True,low,1000.0,quiet,True,10,False,"independent,cautious,adaptable,resilient,gentle",Rescued street cat. Takes time to adjust indoors. Very hardy. Lowest cost cat to maintain in India.,True
Dog,Labrador Retriever,International,35,female,healthy,partial,large,4,high,moderate,intermediate,8,10,9,True,False,moderate,4200.0,moderate,True,6,False,"friendly,outgoing,gentle,trainable,family-dog",Most popular family dog in India. Excellent with children. Needs daily exercise and mental stimulation.,True
Dog,Boxer,International,17,male,healthy,up_to_date,large,4,high,moderate,intermediate,8,8,5,True,False,low,4600.0,moderate,False,3,False,"playful,loyal,energetic,funny,protective",Playful family dog. Excellent with children. Brachycephalic — needs shade in Indian summers. Very energetic.,True
Dog,Rajapalayam,Indian,40,male,healthy,up_to_date,large,4,high,high,intermediate,4,5,2,True,False,low,2900.0,moderate,True,4,True,"loyal,protective,independent,brave,reserved","Royal Tamil Nadu sighthound. One-person dog — extremely loyal to owner, aloof with strangers. Needs experienced handler.",False
Cat,Indian Domestic Short Hair,Indian,7,female,serious_condition,partial,medium,3,moderate,low,basic,6,7,6,False,True,low,1300.0,moderate,True,10,False,"adaptable,independent,hardy,curious,low-maintenance","Most common cat in Indian homes. Hardy, healthy, and extremely adaptable. Perfect for first-time cat owners.",False
Cat,Maine Coon,International,18,male,healthy,up_to_date,large,3,moderate,moderate,basic,9,9,6,False,True,high,5700.0,moderate,True,8,False,"gentle-giant,dog-like,playful,friendly,social",Largest domestic cat breed. Dog-like personality. Loves water. Needs AC in Indian summers due to long coat.,False
Cat,Indian Domestic Short Hair,Indian,12,female,serious_condition,up_to_date,medium,4,moderate,low,basic,6,5,7,False,True,low,1400.0,moderate,True,10,False,"adaptable,independent,hardy,curious,low-maintenance","Most common cat in Indian homes. Hardy, healthy, and extremely adaptable. Perfect for first-time cat owners.",True
Cat,Persian,International,105,male,healthy,up_to_date,medium,1,minimal,low,basic,7,7,2,False,True,high,4600.0,quiet,True,10,False,"calm,gentle,quiet,affectionate,lap-cat",Most popular purebred cat in India. Calm and gentle. Requires daily grooming and AC in Indian summers.,False
Dog,Jonangi,Indian,21,male,healthy,up_to_date,medium,4,high,moderate,basic,7,6,5,False,True,low,1500.0,quiet,True,7,False,"quiet,one-owner,loyal,agile,unusual-vocalization",Andhra Pradesh duck-herding dog. Uniquely doesn't bark — yodels instead. Low maintenance. Can be aloof with strangers.,False
Dog,Indian Pariah Dog,Indian,64,female,healthy,up_to_date,medium,4,high,moderate,basic,8,6,4,False,True,low,1500.0,moderate,True,7,False,"alert,loyal,intelligent,independent,hardy","Ancient landrace breed, extremely hardy and healthy. Highly adaptable to Indian climate. Intelligent and loyal to family.",False
Cat,Persian Cats,International,54,female,healthy,partial,medium,1,minimal,low,basic,5,7,5,False,True,high,4500.0,quiet,True,9,False,"calm,gentle,quiet,affectionate,lap-cat",Most popular purebred cat in India. Calm and gentle. Daily grooming and AC required in Indian summers.,False
Dog,Labrador Retriever,International,1,female,healthy,up_to_date,large,5,high,moderate,intermediate,9,9,8,True,False,moderate,3500.0,moderate,True,4,False,"friendly,outgoing,gentle,trainable,family-dog",Most popular family dog in India. Excellent with children. Needs daily exercise and mental stimulation.,True
Dog,Indian Spitz,Indian,2,female,healthy,up_to_date,small,4,moderate,moderate,intermediate,7,7,7,False,True,high,2000.0,vocal,True,6,False,"playful,loyal,alert,vocal,adaptable","Most popular Indian apartment dog. Fluffy, affectionate, highly adaptable. Barks frequently — good watchdog.",True
Dog,Great Dane,International,16,male,healthy,not_vaccinated,large,2,moderate,moderate,intermediate,6,8,8,True,False,low,6200.0,moderate,True,6,False,"friendly,patient,gentle-giant,calm,devoted",Gentle giant. Calm indoors but needs space due to size. High food and vet costs. Short lifespan 7-10 years.,True
Dog,Gaddi Kutta,Indian,10,female,healthy,up_to_date,large,3,moderate,high,intermediate,7,4,3,True,False,high,2700.0,moderate,True,5,True,"protective,gentle-with-family,brave,mountain-dog",Himalayan sheepdog. Excellent family protector. Good with children in family but suspicious of strangers.,False
Dog,German Shepherd,International,114,female,minor_condition,not_vaccinated,large,3,high,moderate,intermediate,7,6,5,True,False,moderate,5400.0,moderate,True,4,False,"loyal,protective,intelligent,versatile,brave",Highly intelligent working dog. Loyal protector. Needs consistent training and daily exercise.,False
Dog,Beagle,International,8,female,healthy,up_to_date,medium,4,high,high,basic,10,8,7,True,False,low,3500.0,vocal,False,3,False,"curious,merry,friendly,vocal,scent-driven","Popular family dog. Follows nose everywhere — needs secure yard. Vocal breed, can disturb neighbors.",True
Cat,Persian,International,16,female,healthy,not_vaccinated,medium,1,minimal,low,basic,6,6,4,False,True,high,3500.0,quiet,True,11,False,"calm,gentle,quiet,affectionate,lap-cat",Most popular purebred cat in India. Calm and gentle. Requires daily grooming and AC in Indian summers.,True
Dog,German Shepherd,International,78,male,minor_condition,partial,large,4,high,moderate,intermediate,7,6,4,True,False,moderate,5100.0,moderate,True,5,False,"loyal,protective,intelligent,versatile,brave",Highly intelligent working dog. Loyal protector. Needs consistent training and daily exercise.,True
Dog,Cocker Spaniel,International,49,male,healthy,partial,medium,3,moderate,moderate,intermediate,9,8,9,False,True,high,4500.0,moderate,True,6,False,"gentle,happy,adaptable,playful,affectionate",Cheerful family dog. Adapts well to apartment life. Requires regular professional grooming and vet ear checkups.,True
Dog,Pug,International,13,female,healthy,up_to_date,small,1,minimal,moderate,basic,9,7,8,False,True,low,3500.0,moderate,True,7,False,"charming,mischievous,loving,calm,social",Made famous by Indian TV ads. Great apartment dog. Brachycephalic — avoid exercise in peak summer heat.,True
Dog,Rampur Greyhound,Indian,19,male,healthy,not_vaccinated,large,5,very_high,moderate,basic,7,3,4,True,False,low,2100.0,quiet,True,5,True,"fast,independent,agile,royal,reserved","Cross between Afghan Hound and English Greyhound, bred for royalty in Rampur. Extremely fast, needs vast open space.",True
Cat,Indian Street Cat (Rescued),Indian,3,male,healthy,up_to_date,medium,4,minimal,low,basic,5,6,2,False,True,low,900.0,quiet,True,10,False,"independent,cautious,adaptable,resilient,gentle",Rescued street cat. Takes time to adjust indoors. Very hardy. Lowest cost cat to maintain in India.,True
Cat,Indian Street Cat (Rescued),Indian,50,male,healthy,up_to_date,medium,3,minimal,low,basic,5,4,2,False,True,low,1100.0,quiet,True,11,False,"independent,cautious,adaptable,resilient,gentle",Rescued street cat. Takes time to adjust indoors. Very hardy. Lowest cost cat to maintain in India.,True
Cat,Persian,International,4,female,healthy,up_to_date,medium,3,minimal,low,basic,7,6,4,False,True,high,4400.0,quiet,True,9,False,"calm,gentle,quiet,affectionate,lap-cat",Most popular purebred cat in India. Calm and gentle. Requires daily grooming and AC in Indian summers.,True
Cat,Ragdoll,International,9,female,healthy,up_to_date,large,2,minimal,low,intermediate,8,7,8,False,True,high,6800.0,quiet,True,9,False,"docile,gentle,floppy,affectionate,calm",Goes limp when held — hence Ragdoll. Extremely gentle. Perfect for families with children. Needs regular brushing.,True
Dog,Beagle,International,23,male,healthy,not_vaccinated,medium,4,high,high,basic,9,8,7,True,False,low,3200.0,vocal,False,5,False,"curious,merry,friendly,vocal,scent-driven","Popular family dog. Follows nose everywhere — needs secure yard. Vocal breed, can disturb neighbors.",False
Dog,Kanni,Indian,2,female,healthy,partial,medium,5,high,moderate,basic,5,4,3,True,False,low,1700.0,quiet,True,4,True,"gentle,loyal,agile,reserved,graceful",Rare Tamil Nadu breed. Gentle with family once bonded. Requires open space and an experienced owner.,False
Dog,Chippiparai,Indian,4,male,minor_condition,up_to_date,medium,5,very_high,high,basic,4,4,3,True,False,low,1800.0,quiet,True,6,True,"fast,agile,elegant,reserved,hunter","Madurai sighthound, bred for hunting. Very fast. Better with experienced owners who can provide structured exercise.",False
Dog,Indian Pariah Dog,Indian,18,male,healthy,partial,medium,4,high,moderate,basic,7,6,4,False,True,low,1400.0,moderate,True,7,False,"alert,loyal,intelligent,independent,hardy","Ancient landrace breed, extremely hardy and healthy. Highly adaptable to Indian climate. Intelligent and loyal to family.",True
Cat,Indian Street Cat (Rescued),Indian,58,male,serious_condition,up_to_date,medium,3,minimal,low,basic,7,6,3,False,True,low,900.0,quiet,True,10,False,"independent,cautious,adaptable,resilient,gentle",Rescued street cat. Takes time to adjust indoors. Very hardy. Lowest cost cat to maintain in India.,False
Dog,Mixed Breed (Indian Street),Indian,9,female,healthy,partial,medium,4,moderate,moderate,basic,7,6,4,False,True,low,1600.0,moderate,True,7,False,"resilient,adaptable,loyal,intelligent,low-maintenance",Rescued street dog. Extremely resilient and healthy. Deeply loyal once they trust you. Most affordable to maintain.,True
Cat,British Shorthair,International,15,female,serious_condition,up_to_date,medium,3,minimal,low,basic,9,7,4,False,True,moderate,3900.0,quiet,True,11,False,"calm,easygoing,independent,gentle,round-face",Very easy-going and calm. Tolerates being alone well. Does not demand constant attention — ideal for working adults.,True
